Fecha Dia/Mes/Año,Grupo de Maquinas,Maquina,Causa,No,# Operador,Turno,Articulo (MK),Calibre,Tipo,Metal,Tiempo Hrs
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,31242,1,MKs289,182X228,CDN,CU,8.5
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,31242,2,MKs289,182X228,CDN,CU,8
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,8335,3,MKs289,182X228,CDN,CU,7.5
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,31242,1,MKs289,182X228,CDN,CU,8.5
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,31242,2,MKs289,182X228,CDN,CU,8
1/16/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,59031,2,MKs289,182X228,CDN,CU,8
1/17/19,Devanado y Empaque,MR 2,Falta de Programa,1,42405,1,MKt471,106X274,1/2D S,B  CU,8.5
1/17/19,Devanado y Empaque,MR 2,Falta de Programa,1,42405,2,MKt471,106X274,1/2D S,B  CU,8
1/17/19,Devanado y Empaque,MR 2,Falta de Programa,1,42405,3,MKt471,106X274,1/2D S,B  CU,7.5
1/17/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,124335,1,MKo683,229X410,CDN,CU,8.5
1/17/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,31242,2,MKn044,112X279,1CAPI,CU,8
1/17/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,31242,3,MKn044,112X279,1CAPI,CU,7.5
1/18/19,ESTIRADO GRUESO MAGNETO,KIESELST,Falta de Programa,1,25242,2,MKj877,91x410,SUAVE,CU,0.67
1/21/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,54858,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,54858,2,MKo734,114X114,CDN AL,AL,8
1/21/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,54858,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,Devanado y Empaque,MR 2,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,Devanado y Empaque,MR 2,Falta de Programa,1,62743,2,MKo734,114X114,CDN AL,AL,8
1/21/19,Devanado y Empaque,MR 2,Falta de Programa,1,62743,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,62743,2,MKo734,114X114,CDN AL,AL,8
1/21/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,62743,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,54858,2,MKo734,114X114,CDN AL,AL,8
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,54858,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,54858,2,MKo734,114X114,CDN AL,AL,8
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,54858,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,62743,2,MKo734,114X114,CDN AL,AL,8
1/21/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,62743,3,MKo734,114X114,CDN AL,AL,7.5
1/21/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,62743,1,MKo734,114X114,CDN AL,AL,8.5
1/21/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,62743,2,MKo734,114X114,CDN AL,AL,8
1/21/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,62743,3,MKo734,114X114,CDN AL,AL,7.5
1/22/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,69586,2,MKp271,182X456,CDN,CU,8
1/22/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,69586,3,MKp271,182X456,CDN,CU,7.5
1/22/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,6
1/22/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,1
1/22/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,7.5
1/22/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,7.5
1/22/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,7.5
1/22/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,47956,3,MKp271,182X456,CDN,CU,7.5
1/22/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,60637,3,MKp271,182X456,CDN,CU,1
1/22/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,60637,3,MKp271,182X456,CDN,CU,2.5
1/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,85350,2,MKku01,79X413,FD,CU,8
1/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,85350,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,152852,2,MKku01,79X413,FD,CU,3
1/23/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,47956,3,MKku01,79X413,FD,CU,4.5
1/23/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,123030,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,152852,2,MKku01,79X413,FD,CU,8
1/23/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,152852,2,MKku01,79X413,FD,CU,8
1/23/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,47956,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,71151,2,MKku01,79X413,FD,CU,4.5
1/23/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,60637,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,71151,2,MKku01,79X413,FD,CU,8
1/23/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,54858,1,MKf934,204X408,CDN AL,AL,8.5
1/23/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,60637,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,71151,2,MKku01,79X413,FD,CU,8
1/23/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,145365,1,MKf934,204X408,CDN AL,AL,6
1/23/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,60637,3,MKku01,79X413,FD,CU,7.5
1/23/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,71151,2,MKku01,79X413,FD,CU,8
1/23/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,124335,3,MKku01,79X413,FD,CU,3.5
1/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,54153,2,MKu052,5X9,CDN,CU,3.5
1/24/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,69586,1,MKn731,114X325,2CA,AL,8.5
1/24/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,69586,1,MKn731,114X325,2CA,AL,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,152852,2,MKu052,5X9,CDN,CU,5.5
1/24/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,69586,3,MKn731,114X325,2CA,AL,7.5
1/24/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,1.5
1/24/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,69586,3,MKn731,114X325,2CA,AL,7.5
1/24/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/24/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,69586,3,MKn731,114X325,2CA,AL,7.5
1/24/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,131666,3,MKn731,114X325,2CA,AL,2.5
1/24/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,4963,1,MKi289,95X340,1CAPI,CU,8.5
1/24/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,69586,2,MKn731,114X325,2CA,AL,8
1/25/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,153501,1,MKpr48,2X4,1CKRC,CU,5
1/25/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,54858,1,MKpr48,2X4,1CKRC,CU,6
1/25/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,123028,1,MKpr48,2X4,1CKRC,CU,2
1/28/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,93044,1,MKg427,91X182,CDN AL,AL,8.5
1/28/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,93277,2,MKm103,125X550,SUAVE,CU,3
1/29/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,8335,1,MKg436,229X458,CDN AL,AL,2
1/29/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,119183,1,MKn559,121X325,IMD,CU,8.5
1/29/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,93277,2,MKl079,114X228,PTD/AI,A AL,4
1/29/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,114984,2,MKr492,80X248,CDN AL,AL,2
1/29/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,60637,2,MKr492,80X248,CDN AL,AL,1.5
1/30/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,69586,2,MKt498,99X298,1/4 D,CU,8
1/30/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,69586,3,MKt498,99X298,1/4 D,CU,7.5
1/30/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,152852,1,MKi289,95X340,1CAPI,CU,5
1/30/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,152852,1,MKi289,95X340,1CAPI,CU,8.5
1/30/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,122771,2,MKs328,91X204,CDN,CU,8
1/30/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,152852,1,MKi289,95X340,1CAPI,CU,8.5
1/30/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,47956,2,MKs328,91X204,CDN,CU,2.5
1/30/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,124335,2,MKs328,91X204,CDN,CU,8
1/30/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,54858,3,MKn734,124X330,2CA,AL,7.5
1/30/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,124335,2,MKs328,91X204,CDN,CU,8
1/30/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,54858,3,MKn734,124X330,2CA,AL,7.5
1/31/19,ESTIRADO GRUESO MAGNETO,KIESELST,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ESTIRADO GRUESO MAGNETO,KIESELST,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ESTIRADO GRUESO MAGNETO,KIESELST,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,Devanado y Empaque,DECCO,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,Devanado y Empaque,DECCO,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,Devanado y Empaque,MR 1,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,Devanado y Empaque,MR 1,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,Devanado y Empaque,MR 2,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,Devanado y Empaque,MR 2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,Devanado y Empaque,MR 2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,Devanado y Empaque,REDEX,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,Devanado y Empaque,REDEX,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),C. BWE,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 1,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 1,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),HORNO 1,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 2,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),HORNO 2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,152852,1,MKl103,91X324,CDN,CU,2.5
1/31/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 1,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 3,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,152852,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 4,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 5,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,152852,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 6,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
1/31/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,59587,1,MKl103,91X324,CDN,CU,8.5
1/31/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,59587,2,MKl103,91X324,CDN,CU,8
1/31/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,59587,3,MKl103,91X324,CDN,CU,7.5
2/1/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,Devanado y Empaque,MR 2,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,Devanado y Empaque,MR 2,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,Devanado y Empaque,MR 2,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,88090,1,MKt496,85X270,1/2D S,B  CU,8.5
2/1/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,88090,2,MKt496,85X270,1/2D S,B  CU,8
2/1/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,88090,3,MKt496,85X270,1/2D S,B  CU,7.5
2/1/19,ENCINTADO NOMEX,NOMEX 2,Falta de Programa,1,156873,1,MKi289,95X340,1CAPI,CU,8.5
2/1/19,ENCINTADO NOMEX,NOMEX 7,Falta de Programa,1,156873,1,MKi289,95X340,1CAPI,CU,8.5
2/1/19,ENCINTADO NOMEX,POURTIER,Falta de Programa,1,31242,1,MKi289,95X340,1CAPI,CU,3
2/1/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,156873,2,MKi289,95X340,1CAPI,CU,8
2/4/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Falta de Programa,1,124129,3,MKO961,144X365,SUAVE,CU,5.5
2/4/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Falta de Programa,1,54153,3,MKi289,95X340,1CAPI,CU,4.5
2/5/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,Devanado y Empaque,DECCO 2,Falta de Programa,1,127232,3,MKg384,162X324,CDN,CU,7.5
2/5/19,Devanado y Empaque,MR 2,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,Devanado y Empaque,MR 2,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,RECTANGULARES  (GPO 11),BLK RAS,Falta de Programa,1,127232,3,MKg384,162X324,CDN,CU,7.5
2/5/19,RECTANGULARES  (GPO 11),C.HOLTON,Falta de Programa,1,69586,2,MKo486,102X648,CDN,CU,2.17
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO1,Falta de Programa,1,127232,3,MKg384,162X324,CDN,CU,7.5
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,RECTANGULARES  (GPO 11),FVIDRIO2,Falta de Programa,1,127232,3,MKg384,162X324,CDN,CU,7.5
2/5/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,127232,1,MKg384,162X324,CDN,CU,8.5
2/5/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,127232,2,MKg384,162X324,CDN,CU,8
2/5/19,RECTANGULARES  (GPO 11),HORNO 3,Falta de Programa,1,127232,3,MKg384,162X324,CDN,CU,7.5
2/5/19,ENCINTADO NOMEX,RIDGWAY,Falta de Programa,1,123030,1,MKo486,102X648,CDN,CU,8.5
